account_tenure_days,customer_age,kyc_verified,is_vip_tier,num_deposit_methods_used,num_withdrawal_methods_used,deposit_count_30d,withdrawal_count_30d,total_deposit_amount_30d,total_withdrawal_amount_30d,avg_bet_size,num_devices_used_30d,num_distinct_ip_countries_30d,pct_deposits_near_reporting_threshold,median_hours_deposit_to_withdrawal,cross_border_payment_flag,night_time_transaction_pct,is_suspicious_activity
297,42,1,0,4,1,8,7,344.65,106.46,13.3,2,2,0.14,52.1,0,0.045,0
17,39,1,0,2,1,5,8,168.62,49.2,11.74,4,1,0.447,110.4,0,0.243,0
144,21,0,0,3,1,7,4,312.18,148.37,12.73,3,1,0.484,22.7,0,0.269,0
628,44,1,0,2,1,12,1,873.44,428.5,43.71,3,1,0.113,65.5,0,0.351,0
30,39,1,0,3,2,8,5,1108.78,59.27,4.8,1,2,0.415,121.7,0,0.385,0
388,29,1,0,2,2,12,5,151.25,44.3,16.93,4,2,0.153,57.0,1,0.074,0
20,33,0,0,2,2,6,0,593.21,171.31,24.25,2,1,0.149,33.7,0,0.436,0
1071,33,1,0,5,2,9,0,402.22,300.31,50.04,2,2,0.122,96.8,0,0.197,0
102,35,1,0,4,3,12,5,747.5,358.89,12.33,2,1,0.188,53.6,1,0.352,0
98,59,1,0,1,4,11,3,307.21,13.15,11.31,2,1,0.091,36.7,0,0.233,0
436,63,1,0,2,3,6,5,30.09,8.47,12.7,1,3,0.124,24.4,0,0.23,0
904,18,1,0,2,2,11,8,358.15,141.83,12.28,4,1,0.134,30.5,0,0.215,0
1275,44,1,0,2,1,7,7,956.42,460.88,28.2,2,1,0.235,22.1,0,0.451,0
553,49,1,0,2,2,10,6,352.7,57.31,16.77,3,1,0.142,39.3,0,0.12,0
691,35,1,0,2,3,8,4,1424.91,372.41,53.87,4,2,0.259,71.9,0,0.063,0
439,49,1,0,3,1,7,4,526.49,288.97,11.55,2,1,0.131,23.0,0,0.09,0
77,58,1,0,5,5,9,0,264.29,112.57,45.46,2,1,0.061,34.1,0,0.512,0
466,22,1,0,1,1,12,1,215.37,143.78,16.2,2,1,0.012,48.2,0,0.109,0
67,40,1,0,2,1,6,7,55.06,9.42,11.44,5,1,0.091,48.2,0,0.327,0
396,61,0,0,2,2,5,2,653.04,140.58,7.47,5,1,0.113,21.5,0,0.158,0
307,23,1,0,3,1,10,6,190.02,135.45,16.57,3,1,0.122,61.0,0,0.31,0
143,37,1,0,3,2,7,2,256.6,117.28,61.8,2,2,0.077,57.4,0,0.18,0
284,33,1,0,3,3,12,5,1901.31,1318.76,31.23,2,2,0.136,22.6,0,0.052,0
361,51,1,0,1,3,10,6,96.44,40.61,17.73,2,2,0.316,45.3,0,0.477,0
93,52,0,0,4,2,7,4,180.82,62.17,30.46,1,1,0.424,34.3,0,0.341,0
167,40,1,0,3,2,11,6,730.82,219.62,11.2,2,2,0.142,65.8,0,0.304,0
169,38,1,0,1,2,11,5,476.74,156.9,41.52,2,1,0.201,48.7,0,0.09,0
45,18,0,0,2,1,15,5,326.84,152.0,82.79,2,1,0.285,40.1,0,0.369,0
116,55,1,0,1,1,5,9,191.24,92.46,39.35,1,2,0.389,58.5,0,0.575,0
410,34,0,0,1,2,7,4,312.65,96.38,26.2,2,2,0.287,20.9,0,0.183,0
478,36,1,0,1,1,6,3,506.85,154.99,27.15,1,1,0.381,20.1,0,0.337,0
230,50,1,0,2,2,8,2,491.71,341.14,6.4,2,1,0.157,47.7,0,0.244,0
240,40,1,0,3,3,9,6,704.21,357.43,11.25,2,3,0.022,37.1,0,0.277,0
159,50,1,0,2,3,13,7,558.24,72.17,13.87,2,2,0.081,54.3,0,0.097,0
467,45,1,0,2,1,9,4,200.71,68.61,3.62,2,2,0.097,22.6,0,0.141,0
162,40,1,0,3,1,5,7,108.86,13.12,12.48,2,1,0.166,9.1,0,0.393,0
383,42,1,0,1,3,12,1,64.03,45.83,32.28,5,2,0.197,14.1,0,0.372,0
256,25,1,0,1,3,9,5,672.54,318.28,7.9,2,1,0.021,29.9,0,0.364,0
240,36,1,0,2,1,6,4,761.23,374.45,2.96,2,1,0.177,48.6,1,0.109,0
1149,51,1,0,2,2,3,1,87.17,46.12,70.19,1,1,0.342,32.7,0,0.138,0
858,27,1,0,2,4,10,3,657.22,347.04,16.37,1,1,0.29,19.5,0,0.461,0
382,29,1,0,2,4,13,3,51.74,26.04,5.0,1,1,0.161,49.1,0,0.43,0
477,27,1,0,4,3,8,2,975.32,455.6,21.34,3,4,0.125,10.2,0,0.161,0
59,40,1,0,1,4,3,4,276.65,56.44,15.61,2,1,0.076,27.7,0,0.394,0
185,55,1,0,1,3,6,4,499.31,276.82,69.32,3,1,0.211,128.6,1,0.106,0
521,45,1,0,6,1,5,8,366.42,296.11,28.03,3,2,0.145,15.5,0,0.216,0
409,18,1,0,2,3,5,4,261.89,139.11,9.25,3,2,0.031,71.7,0,0.162,0
95,46,1,0,3,3,4,5,33.32,4.91,71.36,3,1,0.113,46.4,0,0.214,0
1242,33,1,0,5,1,7,3,550.85,288.05,35.21,3,1,0.177,36.9,0,0.217,0
15,44,1,0,3,2,6,7,548.05,59.65,4.72,1,1,0.028,25.1,0,0.205,0
445,36,1,0,2,3,8,3,232.24,122.73,78.9,1,1,0.252,84.6,0,0.033,0
39,28,1,0,2,2,11,6,533.39,312.23,17.87,3,2,0.04,62.8,0,0.079,0
983,37,1,0,1,2,7,0,858.65,220.92,77.55,2,1,0.111,28.8,0,0.145,0
35,33,1,0,1,2,8,2,35.68,18.38,13.31,4,1,0.432,50.3,0,0.307,0
621,42,1,0,3,3,11,3,63.07,14.85,3.48,1,1,0.487,36.9,0,0.443,0
72,27,1,0,4,1,8,6,498.73,184.41,120.73,1,1,0.042,38.8,0,0.538,0
1816,25,1,0,3,1,12,3,229.83,157.52,25.55,3,1,0.066,35.5,0,0.27,0
231,47,1,0,2,3,6,3,166.05,42.77,26.05,2,1,0.45,60.2,0,0.175,0
470,51,1,0,1,2,14,5,615.95,183.26,20.65,3,1,0.092,54.5,0,0.224,0
392,45,0,0,1,1,6,9,899.7,282.98,46.66,3,1,0.073,21.3,0,0.391,0
268,30,1,0,2,2,8,4,79.12,43.58,15.37,5,2,0.134,37.9,0,0.151,0
577,29,1,0,4,3,10,4,482.05,138.01,21.72,5,1,0.117,58.5,0,0.239,0
296,30,0,0,4,2,11,4,154.98,54.35,12.82,4,1,0.054,11.6,0,0.058,0
1096,49,1,0,2,1,5,10,209.43,105.09,4.9,5,1,0.23,56.9,0,0.501,0
24,28,1,0,4,4,15,3,218.3,126.5,20.47,3,1,0.015,43.8,0,0.429,0
2144,49,0,0,7,2,4,9,33.69,6.73,17.83,2,2,0.167,25.3,1,0.456,0
331,46,1,0,3,2,8,4,448.4,234.4,14.23,3,1,0.102,35.0,0,0.181,0
118,53,1,0,2,5,5,5,490.69,18.39,14.48,2,1,0.152,11.1,0,0.444,0
235,51,1,0,4,1,6,8,804.01,326.19,12.13,4,1,0.129,11.2,0,0.207,0
497,45,1,0,2,3,7,3,198.5,75.99,53.86,4,2,0.042,27.3,0,0.369,0
399,20,1,0,2,1,3,4,185.06,76.12,27.66,2,2,0.015,53.6,0,0.206,0
835,45,1,0,2,1,9,4,294.15,113.64,9.15,2,1,0.358,22.9,1,0.513,0
910,39,1,0,3,1,7,5,356.2,30.8,23.93,2,1,0.063,40.8,0,0.229,0
378,34,1,0,3,1,11,5,639.93,594.98,20.7,1,2,0.217,68.6,0,0.025,0
630,54,1,0,1,1,9,7,112.62,66.24,14.44,3,2,0.097,31.0,0,0.339,0
269,36,1,0,1,2,7,1,253.12,50.17,41.57,2,1,0.077,46.6,0,0.3,0
46,32,1,0,2,4,14,2,310.64,18.12,3.07,4,3,0.056,51.6,0,0.144,0
218,51,1,0,1,2,7,3,52.47,31.07,13.19,4,1,0.449,24.0,1,0.213,0
118,33,1,0,4,3,7,5,83.9,43.94,25.07,1,1,0.252,56.9,0,0.094,0
789,31,1,0,2,3,12,4,1182.38,369.96,13.9,1,3,0.338,27.8,0,0.34,0
92,24,1,0,2,3,11,4,445.38,289.46,10.17,3,1,0.079,33.4,0,0.154,0
510,28,0,0,2,2,17,5,155.01,47.97,86.59,4,1,0.111,66.2,0,0.197,0
909,29,1,0,1,2,5,3,69.32,19.45,27.53,1,1,0.046,19.3,0,0.12,0
54,45,1,1,3,1,5,6,178.16,43.44,26.6,3,1,0.14,43.0,1,0.327,0
380,26,1,0,1,3,7,3,265.47,101.76,100.06,3,1,0.332,58.3,0,0.343,0
1043,18,1,0,2,3,9,4,700.84,143.06,32.07,4,1,0.044,52.6,0,0.036,0
206,42,1,0,3,1,9,6,99.49,11.63,13.84,3,1,0.056,30.1,0,0.268,0
197,30,0,1,2,1,9,2,842.76,419.78,1.44,7,2,0.274,37.7,0,0.175,0
266,38,1,1,1,6,9,4,509.44,203.7,51.91,3,1,0.258,24.4,0,0.436,0
82,53,1,0,1,1,13,6,448.02,130.37,109.21,1,1,0.004,77.2,1,0.409,0
72,39,1,0,3,4,7,3,261.78,103.39,24.94,3,1,0.027,58.3,1,0.349,0
1243,56,1,0,2,2,7,0,133.74,52.79,8.18,2,2,0.17,70.4,0,0.427,0
960,37,1,0,1,2,7,3,974.03,775.3,33.82,3,1,0.175,21.0,0,0.077,0
236,50,1,0,2,2,7,8,168.68,15.68,24.6,2,1,0.129,67.2,0,0.194,0
129,31,1,0,2,2,7,1,360.66,96.51,25.79,2,1,0.178,40.5,0,0.247,0
538,39,1,0,1,1,7,3,26.05,15.19,30.55,4,2,0.329,43.3,0,0.296,0
1739,27,1,0,2,4,9,7,270.77,65.0,10.82,4,1,0.104,70.8,0,0.411,0
867,28,1,0,2,1,11,3,32.54,1.64,9.65,4,1,0.123,16.7,0,0.043,0
194,35,1,0,1,2,11,4,147.78,46.35,9.02,3,1,0.308,27.3,0,0.094,0
265,22,1,0,2,2,9,6,77.88,20.58,36.51,3,1,0.043,86.7,0,0.318,0
438,40,0,0,3,1,6,5,77.55,14.69,26.31,2,1,0.07,32.9,0,0.154,0
300,34,1,0,2,3,8,6,2858.34,1233.8,75.45,3,1,0.187,12.1,0,0.161,0
130,41,1,0,3,1,9,4,143.55,42.46,26.53,3,1,0.27,47.8,0,0.277,0
128,22,1,0,2,2,8,5,1071.87,392.2,8.81,4,1,0.305,51.4,0,0.151,0
433,46,1,0,4,1,6,3,138.74,45.57,37.66,3,1,0.11,72.6,0,0.223,0
1397,58,1,0,1,2,6,3,526.43,237.46,15.5,2,2,0.203,32.5,0,0.299,0
77,56,0,0,4,2,14,4,410.72,246.36,3.39,4,1,0.235,84.5,0,0.2,0
476,61,1,0,2,1,9,4,612.81,80.09,31.34,3,1,0.13,37.0,0,0.403,0
1050,39,1,0,1,1,5,2,549.35,112.7,26.2,2,1,0.121,22.4,0,0.562,0
5,34,0,0,3,3,10,5,1051.84,454.77,24.47,1,1,0.156,99.5,0,0.518,0
219,44,1,0,1,3,6,5,168.94,63.85,17.01,1,1,0.514,27.9,0,0.11,0
539,35,1,0,2,3,10,4,625.5,292.46,10.23,2,1,0.527,37.9,0,0.088,0
909,18,1,0,4,1,8,1,92.99,32.29,21.81,2,1,0.095,14.3,0,0.457,1
1127,48,1,0,2,2,11,2,716.49,268.53,36.11,2,1,0.155,24.2,0,0.37,0
134,35,1,0,3,1,9,4,173.87,86.06,43.84,2,1,0.107,39.7,0,0.262,0
28,20,1,0,3,1,8,5,183.48,90.42,19.82,3,1,0.038,30.5,0,0.141,0
137,32,1,0,2,3,13,4,197.59,7.74,23.95,1,2,0.232,62.0,0,0.304,0
324,35,1,0,2,1,7,2,399.72,99.72,6.87,4,1,0.241,27.5,0,0.18,0
106,38,1,0,2,2,7,4,344.31,88.5,25.01,5,2,0.485,9.6,0,0.268,0
172,38,1,1,3,2,6,4,3306.46,1484.96,18.09,5,2,0.01,28.0,0,0.219,0
568,54,1,1,1,2,6,5,239.8,108.06,9.24,2,1,0.044,33.8,0,0.155,0
7,23,1,0,2,3,3,2,154.62,70.14,17.44,1,3,0.144,60.3,0,0.241,0
711,36,1,0,3,3,5,2,294.73,137.01,36.48,2,1,0.492,42.6,0,0.213,0
8,27,1,0,3,2,6,1,956.88,256.56,41.01,3,1,0.257,30.0,0,0.235,0
383,53,1,0,1,1,6,3,161.32,92.92,56.59,5,1,0.185,15.9,0,0.51,0
24,31,1,0,4,1,4,4,60.44,2.76,6.61,2,3,0.152,22.2,0,0.393,0
128,34,0,1,4,2,5,0,267.22,81.21,52.33,3,1,0.141,44.1,0,0.245,0
234,51,1,0,4,3,6,4,141.11,66.34,9.34,2,1,0.024,11.4,0,0.452,0
870,54,1,0,3,1,10,3,704.16,119.6,73.06,2,1,0.332,41.2,0,0.177,0
86,56,1,1,2,1,9,5,223.04,156.19,27.55,2,2,0.06,76.7,0,0.133,0
1554,18,1,0,3,3,6,0,1059.26,323.51,21.26,1,1,0.068,42.7,0,0.368,0
871,44,1,0,3,2,7,1,162.23,79.78,8.41,1,1,0.27,102.5,0,0.409,0
32,41,1,0,4,3,3,2,942.58,450.45,11.98,3,1,0.247,10.8,0,0.157,0
4,37,1,0,3,3,8,3,289.79,40.55,6.4,2,1,0.133,50.2,0,0.328,1
68,39,1,0,1,1,8,2,707.7,88.14,9.94,2,1,0.297,40.3,0,0.286,0
390,53,1,0,2,1,9,2,297.65,179.9,2.17,3,1,0.049,14.3,0,0.647,0
2468,50,1,0,1,2,7,12,417.11,186.34,52.36,1,1,0.078,26.3,0,0.269,0
142,49,1,0,2,2,10,8,768.73,477.19,21.3,1,1,0.202,35.8,1,0.137,0
559,40,1,0,3,3,4,4,74.72,18.45,15.17,3,1,0.047,71.6,0,0.385,0
34,65,1,0,4,1,7,4,155.33,38.61,12.48,5,1,0.253,39.4,0,0.291,0
625,33,1,0,2,1,7,0,153.09,19.97,19.45,1,1,0.103,35.9,0,0.239,0
795,19,1,0,2,3,10,5,286.3,56.74,36.23,2,2,0.247,28.0,1,0.069,0
887,35,1,0,2,2,4,2,1211.9,451.93,37.82,1,1,0.336,37.7,0,0.329,0
900,39,1,0,4,2,14,4,730.31,63.46,41.35,3,1,0.068,32.8,0,0.167,0
658,54,1,0,2,3,13,2,236.78,93.97,21.58,3,1,0.026,11.7,0,0.198,0
34,32,1,0,2,3,12,2,110.03,46.8,26.54,2,1,0.267,55.5,0,0.268,0
330,44,0,0,3,1,4,4,57.33,18.38,11.28,2,2,0.213,57.7,0,0.173,0
175,20,1,0,1,2,8,3,239.98,112.33,31.96,2,1,0.491,17.1,0,0.066,0
187,51,1,0,1,2,4,1,132.14,17.8,7.96,3,1,0.181,69.8,0,0.086,0
893,39,1,1,5,1,8,4,213.5,165.25,15.15,3,1,0.208,6.9,0,0.203,0
862,35,1,0,4,1,8,5,265.59,103.39,74.5,3,1,0.314,31.9,0,0.545,0
468,64,1,0,3,3,8,2,199.04,105.08,24.39,3,1,0.138,70.2,0,0.413,0
101,51,1,0,4,6,12,4,663.74,425.11,20.55,1,1,0.36,26.3,1,0.173,0
441,26,1,0,2,2,11,3,3319.58,381.53,3.01,4,1,0.148,66.0,0,0.525,0
115,37,1,0,3,2,6,3,46.36,16.39,14.04,2,1,0.09,55.8,0,0.199,0
594,71,1,0,4,1,8,2,129.96,45.04,24.42,1,1,0.138,52.9,0,0.3,0
77,62,0,0,3,1,7,1,495.19,116.49,27.09,5,1,0.101,18.4,1,0.503,1
474,49,1,0,2,3,3,8,347.19,99.61,23.77,3,1,0.157,48.8,0,0.109,0
190,18,1,0,3,1,6,6,72.12,46.37,39.5,3,1,0.135,70.0,0,0.246,0
38,54,1,0,2,1,7,1,320.83,158.53,30.51,2,1,0.19,37.3,1,0.291,0
552,30,1,0,2,1,6,4,76.45,47.0,10.74,1,1,0.085,76.2,0,0.007,0
51,54,0,0,2,2,10,2,91.99,14.48,26.66,3,1,0.107,23.4,0,0.172,0
1709,29,1,0,1,1,8,6,141.58,53.59,10.81,3,2,0.11,35.2,1,0.147,0
264,44,1,0,1,4,4,3,142.54,47.94,59.37,2,1,0.092,40.8,0,0.141,0
142,30,1,0,4,4,12,6,2713.82,1064.16,19.57,3,1,0.273,102.1,0,0.411,0
80,34,1,0,1,1,5,1,286.83,102.33,11.5,1,1,0.031,28.5,0,0.247,0
292,45,1,0,1,2,12,5,763.19,369.21,31.87,3,1,0.186,25.7,0,0.526,0
556,22,1,0,1,2,8,3,269.21,103.99,32.43,2,2,0.156,26.9,0,0.359,0
710,66,0,1,3,3,9,4,95.52,13.66,36.45,1,1,0.097,106.8,0,0.12,0
352,26,1,0,2,3,7,6,294.23,53.91,15.75,2,1,0.08,35.7,0,0.021,0
1355,25,1,0,2,2,3,2,254.42,83.36,124.52,1,1,0.027,21.1,1,0.272,0
621,46,1,0,4,4,8,1,172.54,26.92,9.5,2,3,0.149,53.1,0,0.273,0
71,54,1,0,2,2,9,2,113.77,26.76,17.26,3,1,0.01,51.6,0,0.467,0
1294,34,1,0,2,1,6,1,296.74,80.61,26.42,2,1,0.146,60.4,0,0.077,0
162,25,1,0,1,1,7,4,345.18,45.18,6.28,1,1,0.009,28.4,0,0.121,0
1360,27,1,0,4,1,5,5,230.75,168.17,17.04,3,1,0.152,59.3,0,0.155,0
124,26,1,0,2,1,9,1,374.54,248.52,7.14,1,1,0.109,9.4,0,0.052,0
210,42,1,0,2,6,11,6,460.13,326.67,14.08,2,1,0.286,50.1,0,0.205,0
458,37,1,0,2,3,10,5,841.89,684.31,6.99,2,1,0.114,26.1,0,0.226,0
29,43,0,0,1,1,5,2,704.33,339.85,36.52,4,1,0.169,31.3,0,0.036,0
1054,42,1,0,3,2,6,6,31.82,5.91,40.12,1,1,0.005,18.7,0,0.123,0
179,48,1,0,1,3,4,4,251.15,122.47,35.41,3,1,0.021,50.4,0,0.149,0
104,33,1,0,2,2,11,5,655.32,167.27,23.99,1,1,0.267,70.7,0,0.341,0
24,29,1,0,2,2,7,8,631.54,368.92,12.26,2,1,0.107,43.1,0,0.261,0
10,40,0,0,5,4,5,8,254.56,34.6,10.29,2,1,0.098,76.3,0,0.42,0
12,37,1,0,3,3,8,2,321.05,90.45,5.27,1,1,0.161,44.3,0,0.363,0
153,41,1,1,2,1,7,4,539.47,147.67,12.41,1,1,0.025,40.6,0,0.283,0
146,29,1,0,4,1,6,1,150.64,54.99,23.87,1,1,0.352,44.2,0,0.018,0
408,46,1,0,2,2,7,7,554.92,256.29,40.64,5,1,0.141,20.8,0,0.021,0
916,24,1,1,3,2,9,4,588.65,144.41,28.87,3,1,0.007,55.7,0,0.394,0
469,33,1,0,3,3,9,3,86.64,23.76,32.85,5,1,0.086,22.5,0,0.082,0
436,52,1,0,1,1,2,0,240.46,131.4,11.72,6,1,0.039,18.1,0,0.039,0
222,24,1,0,5,2,7,5,343.0,126.76,29.22,5,1,0.12,58.7,0,0.325,0
387,51,0,0,4,1,9,2,139.73,68.91,55.3,1,2,0.101,54.0,0,0.23,0
320,21,1,0,3,1,9,4,98.36,49.65,30.43,3,3,0.094,63.7,0,0.164,0
21,19,0,0,3,2,10,5,1200.18,314.44,92.9,6,2,0.067,47.1,0,0.596,0
107,20,1,0,7,2,4,3,151.12,29.11,18.89,4,1,0.053,56.4,0,0.167,0
104,39,1,0,2,3,4,2,1307.44,195.75,23.38,3,1,0.414,39.5,0,0.392,0
31,47,1,0,1,3,10,6,130.62,28.53,20.89,2,1,0.12,60.1,0,0.28,0
183,54,1,0,3,2,16,1,2467.22,485.93,8.04,3,2,0.07,6.9,0,0.541,0
24,53,1,0,2,2,10,4,212.6,62.81,11.89,2,1,0.227,34.2,0,0.37,0
602,48,1,0,1,4,9,4,148.98,46.47,10.24,2,1,0.171,55.5,0,0.206,0
616,28,1,0,2,2,7,3,156.76,66.33,7.24,1,1,0.145,21.8,0,0.125,0
43,28,1,0,1,2,12,4,159.05,63.53,20.42,4,1,0.007,28.6,0,0.164,0
34,47,1,0,2,3,5,1,600.34,317.88,29.5,3,1,0.17,47.2,0,0.174,0
1252,55,0,0,2,1,9,6,454.57,197.36,34.05,1,1,0.259,122.0,0,0.221,0
125,26,1,0,2,3,12,0,194.92,72.0,4.1,3,1,0.072,30.8,0,0.464,0
282,54,0,1,2,1,11,7,538.22,400.3,111.76,2,1,0.364,30.4,0,0.532,0
246,18,1,0,4,2,7,3,246.87,16.08,20.63,3,1,0.091,29.3,0,0.268,0
509,43,1,0,2,3,14,5,341.15,130.06,35.77,5,1,0.015,8.6,0,0.071,0
415,37,1,0,1,1,4,5,633.03,126.9,40.14,2,1,0.182,20.1,0,0.237,0
915,36,1,1,2,4,8,3,367.31,169.42,29.65,4,3,0.052,15.2,0,0.016,0
75,38,1,0,3,1,6,6,100.77,45.93,23.88,2,2,0.164,119.6,0,0.011,0
413,28,1,0,3,1,6,1,800.95,616.09,66.63,3,2,0.243,50.5,0,0.168,0
172,43,1,0,1,1,13,5,194.32,16.86,44.2,1,1,0.384,36.4,0,0.505,0
286,39,1,0,4,1,7,1,168.8,88.58,23.62,3,1,0.058,53.5,0,0.1,0
1658,49,1,0,4,2,6,4,412.47,153.26,20.28,4,1,0.084,25.4,1,0.691,1
216,57,0,0,1,2,13,2,342.94,63.31,11.63,4,2,0.14,67.6,0,0.351,0
472,40,0,0,1,5,4,2,280.67,150.77,48.79,2,1,0.105,93.6,0,0.22,0
256,28,1,0,1,1,12,4,184.04,47.55,7.62,3,2,0.301,54.1,0,0.295,0
79,24,1,0,1,1,7,1,108.66,7.26,46.71,2,2,0.016,36.3,0,0.26,0
8,58,1,0,1,4,14,4,2391.51,1070.18,25.31,1,2,0.363,57.9,1,0.313,0
624,57,1,0,2,3,4,6,54.6,4.64,19.04,2,2,0.111,51.9,1,0.159,0
38,49,1,0,1,3,5,4,108.92,70.99,14.97,2,1,0.055,31.8,0,0.309,0
78,39,0,0,1,1,8,3,173.64,52.71,19.94,2,1,0.12,19.1,0,0.263,0
365,48,1,0,2,1,10,1,423.66,107.24,9.56,3,2,0.09,73.1,0,0.229,0
149,54,1,0,3,1,15,3,155.67,58.57,5.59,1,1,0.278,12.7,0,0.146,0
245,31,1,0,5,3,9,4,392.74,51.26,26.61,1,2,0.3,93.8,0,0.384,0
250,38,1,1,2,2,5,5,90.7,32.89,23.28,1,1,0.13,32.8,0,0.145,0
10,25,1,0,1,3,6,3,57.72,27.22,153.54,2,1,0.222,41.7,0,0.316,0
883,36,1,0,4,4,8,4,910.72,662.65,23.83,1,1,0.082,51.1,0,0.218,0
1622,57,1,0,3,2,11,3,164.48,50.53,5.61,1,1,0.2,64.5,0,0.246,0
274,51,1,0,2,1,13,7,653.03,333.03,11.71,2,1,0.088,24.7,0,0.19,0
165,40,1,0,1,2,13,2,408.5,253.41,57.39,5,2,0.097,30.4,0,0.13,0
908,18,1,0,6,1,5,3,302.95,184.43,9.14,3,1,0.181,62.9,0,0.427,0
214,30,1,0,3,3,6,4,478.8,101.73,17.58,3,1,0.07,22.3,0,0.213,0
389,39,1,0,3,4,7,1,153.84,81.54,13.97,3,1,0.277,50.8,0,0.109,0
828,35,1,0,4,1,9,2,117.02,22.96,2.17,3,1,0.14,29.8,0,0.313,0
172,38,1,0,1,3,6,4,48.12,15.97,10.43,2,1,0.106,20.9,0,0.386,0
770,41,1,0,2,2,11,8,363.91,65.29,2.96,4,1,0.125,36.2,1,0.036,0
457,32,1,0,1,1,12,5,123.54,60.83,14.13,2,1,0.224,30.3,0,0.244,0
411,38,1,0,3,3,9,3,734.96,173.99,30.66,1,2,0.043,39.9,0,0.128,0
706,36,1,0,3,1,8,1,45.36,1.67,14.67,3,2,0.188,79.6,0,0.14,0
6,30,1,0,1,1,9,8,145.29,60.91,16.7,1,1,0.154,22.2,0,0.154,0
149,60,0,0,3,2,8,10,187.39,40.26,76.36,3,1,0.364,41.0,0,0.048,0
90,32,1,0,2,3,5,2,222.91,63.87,41.66,3,1,0.27,45.4,0,0.371,0
131,18,1,0,7,1,10,1,53.54,7.73,7.82,4,1,0.05,36.6,0,0.136,0
169,59,1,0,2,3,3,7,95.91,15.66,28.6,1,1,0.283,31.4,0,0.147,0
103,28,1,0,2,3,5,6,483.0,37.66,26.69,2,1,0.085,72.0,0,0.185,0
239,49,1,0,1,5,7,4,209.28,34.17,39.5,1,2,0.037,91.2,0,0.064,0
141,30,1,0,1,1,15,1,287.88,48.25,36.17,3,1,0.087,11.1,0,0.402,0
224,45,1,0,3,1,8,2,661.92,324.22,5.59,1,1,0.059,22.6,0,0.078,0
260,37,1,0,1,3,8,2,588.46,156.86,24.45,2,1,0.075,61.7,0,0.021,0
108,50,1,0,2,3,11,3,171.98,28.34,18.55,1,1,0.094,36.1,0,0.099,0
388,35,1,0,1,1,12,2,776.86,257.71,16.8,4,2,0.011,32.0,0,0.126,0
470,30,1,0,1,4,7,3,100.52,57.58,2.79,3,1,0.231,9.2,0,0.55,0
623,41,1,0,2,1,8,5,699.46,237.17,38.2,2,1,0.077,18.0,0,0.41,0
92,33,1,0,2,1,5,6,343.6,53.94,20.68,2,1,0.314,32.3,0,0.169,0
397,18,1,0,2,3,9,2,253.51,137.81,26.13,3,1,0.066,49.6,0,0.148,0
549,31,1,0,2,1,7,2,120.94,29.31,5.85,4,1,0.306,47.7,0,0.051,0
19,72,1,0,4,4,8,3,164.52,125.77,38.88,1,1,0.147,52.9,0,0.319,0
228,18,1,0,3,5,5,5,326.87,234.38,4.64,5,1,0.17,44.0,0,0.227,0
380,41,1,0,2,1,6,4,497.28,300.16,18.73,1,1,0.079,55.0,0,0.33,0
119,35,1,0,1,1,8,4,267.99,35.01,22.86,4,1,0.226,32.7,0,0.142,0
735,60,1,0,1,2,3,1,586.79,401.54,15.89,2,1,0.173,12.6,0,0.021,0
518,25,1,0,4,2,7,4,24.19,3.87,35.6,2,1,0.077,45.0,0,0.368,0
76,39,1,0,1,2,8,4,21.75,5.57,30.96,2,1,0.159,56.6,0,0.364,0
239,46,1,0,2,1,9,4,384.69,239.86,18.69,2,1,0.128,19.3,1,0.145,0
1341,36,1,0,3,1,10,2,623.1,267.47,15.17,2,1,0.275,14.6,0,0.261,0
319,29,1,0,3,3,12,1,155.42,48.93,20.39,2,1,0.028,85.9,0,0.198,0
569,38,1,0,2,6,8,2,74.66,44.95,5.02,3,1,0.105,109.3,0,0.412,0
990,34,0,0,3,3,15,2,422.32,266.48,36.52,4,2,0.112,40.5,0,0.371,0
237,34,0,0,1,3,10,2,333.21,149.38,19.82,3,1,0.028,5.6,0,0.041,0
39,49,1,0,2,4,12,4,65.58,25.37,15.63,5,1,0.018,35.0,0,0.235,0
99,43,1,0,2,4,5,6,130.19,90.37,31.58,1,2,0.18,35.2,0,0.295,0
265,45,1,0,2,2,2,4,96.39,13.06,10.28,4,1,0.083,47.6,0,0.105,0
235,42,0,1,2,3,4,3,85.75,37.06,11.47,3,1,0.071,24.5,0,0.34,0
324,50,0,0,3,1,9,8,210.85,35.28,21.9,3,2,0.021,33.6,0,0.294,0
527,54,1,0,2,1,4,5,249.04,72.14,15.72,1,1,0.511,32.5,0,0.484,0
608,35,1,0,3,3,7,5,283.11,161.45,80.77,1,1,0.235,68.2,0,0.31,0
426,48,1,0,2,6,13,2,2098.25,992.17,8.83,3,2,0.31,73.7,0,0.584,0
1144,22,1,0,3,4,6,2,199.5,50.29,3.99,1,1,0.371,18.7,0,0.096,0
1446,18,1,0,3,1,6,4,447.63,210.79,53.29,2,1,0.25,23.2,0,0.306,0
522,60,1,0,2,1,13,5,148.05,56.38,16.57,3,2,0.047,49.0,0,0.08,0
779,34,1,0,5,2,6,4,131.93,34.49,36.24,3,1,0.189,48.9,0,0.493,0
206,41,1,0,3,3,8,4,108.34,55.62,12.72,4,1,0.341,49.1,0,0.234,0
